farmer_username,product_name,price,description,is_organic,grade_score
farmeruppalgaurangi,Bananas,53.93,"Conventional Bananas, Grade B, from Tamil Nadu, hand-picked",0,2
farmeralkasama,Apples,190.66,"Organic Apples, Grade C, from Tamil Nadu, premium quality",1,1
farmerfiyaz89,Bananas,52.81,"Organic Bananas, Grade C, from Maharashtra, locally grown",1,1
farmervseshadri,Okra,62.08,"Conventional Okra, Grade A, from Maharashtra, freshly harvested",0,3
farmerchandresh48,Spinach,43.94,"Conventional Spinach, Grade A, from Uttar Pradesh, locally grown, Dolores autem minima quod.",0,3
farmerbalveer11,Bananas,61.84,"Organic Bananas, Grade B, from Gujarat, hand-picked, Rem excepturi aliquid.",1,2
farmerzjain,Oranges,84.53,"Conventional Oranges, Grade B, from Maharashtra, hand-picked",0,2
farmerekantatrivedi,Potatoes,42.27,"Conventional Potatoes, Grade A, from Gujarat, premium quality",0,3
farmerbattaamaira,Oranges,114.66,"Conventional Oranges, Grade A, from Punjab, premium quality, Neque laboriosam voluptatibus.",0,3
farmersenguptaurishilla,Tomatoes,27.34,"Conventional Tomatoes, Grade C, from Punjab, farm-fresh",0,1
farmerdixitisha,Onions,39.03,"Organic Onions, Grade C, from Maharashtra, premium quality",1,1
farmerharrison54,Mangoes,178.22,"Conventional Mangoes, Grade C, from Punjab, locally grown, Molestias nisi nisi dolorem.",0,1
farmeranushasekhon,Tomatoes,52.33,"Conventional Tomatoes, Grade B, from Maharashtra, locally grown, Temporibus vero vel repudiandae.",0,2
farmerwbahl,Apples,181.34,"Organic Apples, Grade B, from Gujarat, premium quality",1,2
farmeromanne,Oranges,96.44,"Organic Oranges, Grade C, from Gujarat, farm-fresh, Blanditiis sed repellendus reprehenderit facere.",1,1
farmerdeshpandesai,Onions,25.48,"Organic Onions, Grade C, from Tamil Nadu, hand-picked",1,1
farmerayaan69,Onions,17.64,"Organic Onions, Grade C, from Karnataka, farm-fresh, Facilis pariatur.",1,1
farmeryashasvi55,Bananas,40.45,"Organic Bananas, Grade C, from Uttar Pradesh, farm-fresh, Adipisci quas aspernatur beatae.",1,1
farmerhgulati,Okra,49.03,"Organic Okra, Grade C, from Punjab, freshly harvested",1,1
farmerzboase,Potatoes,45.95,"Organic Potatoes, Grade A, from Gujarat, hand-picked, Libero dolor sint doloremque.",1,3
farmerbrarsimon,Apples,220.33,"Organic Apples, Grade A, from Punjab, locally grown",1,3
farmerdhruvlall,Tomatoes,34.49,"Organic Tomatoes, Grade C, from Karnataka, farm-fresh, At eos a repudiandae.",1,1
farmerapteudarsh,Carrots,57.51,"Conventional Carrots, Grade A, from Tamil Nadu, freshly harvested",0,3
farmergargneelima,Okra,65.37,"Conventional Okra, Grade A, from Karnataka, premium quality",0,3
farmerlohitacharya,Cabbage,27.41,"Organic Cabbage, Grade C, from Maharashtra, farm-fresh, Aliquid aperiam voluptates deleniti maxime.",1,1
farmermekhalapuri,Okra,77.13,"Organic Okra, Grade A, from Maharashtra, locally grown, Nemo voluptate accusantium quia maxime.",1,3
farmerolata,Rice,62.31,"Organic Rice, Grade C, from Gujarat, hand-picked, Eum sunt temporibus autem.",1,1
farmergarima81,Wheat,43.3,"Organic Wheat, Grade B, from Gujarat, hand-picked",1,2
farmertatwal,Cabbage,46.03,"Organic Cabbage, Grade B, from Gujarat, freshly harvested",1,2
farmerjeevika67,Wheat,33.36,"Organic Wheat, Grade B, from Tamil Nadu, farm-fresh",1,2
farmervasasuhani,Carrots,54.39,"Organic Carrots, Grade C, from Punjab, farm-fresh, Ea sit dolor.",1,1
farmernitarakaran,Okra,57.7,"Conventional Okra, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmersanayachhabra,Cauliflower,59.93,"Organic Cauliflower, Grade B, from Tamil Nadu, premium quality",1,2
farmerladvincent,Cauliflower,31.79,"Conventional Cauliflower, Grade C, from Tamil Nadu, farm-fresh, Saepe dolores vel.",0,1
farmerchandaijaya,Oranges,105.1,"Organic Oranges, Grade C, from Tamil Nadu, hand-picked",1,1
farmerupasnaverma,Oranges,114.16,"Organic Oranges, Grade B, from Punjab, hand-picked",1,2
farmersagarayushman,Mangoes,286.12,"Organic Mangoes, Grade A, from Gujarat, freshly harvested",1,3
farmerjanaki74,Tomatoes,43.42,"Organic Tomatoes, Grade C, from Tamil Nadu, premium quality, Fugiat adipisci.",1,1
farmerbhavani18,Green Peas,75.19,"Organic Green Peas, Grade C, from Karnataka, locally grown",1,1
farmerwjayaraman,Mangoes,207.15,"Conventional Mangoes, Grade B, from Uttar Pradesh, farm-fresh, Quasi maxime provident nemo.",0,2
farmersahafiyaz,Spinach,29.12,"Organic Spinach, Grade B, from Uttar Pradesh, hand-picked",1,2
farmerkalitabaghyawati,Carrots,67.93,"Organic Carrots, Grade C, from Uttar Pradesh, hand-picked",1,1
farmermswamy,Oranges,105.21,"Organic Oranges, Grade C, from Tamil Nadu, premium quality, Aliquam quod vitae iure.",1,1
farmerchatreshdeo,Mangoes,224.19,"Conventional Mangoes, Grade A, from Gujarat, farm-fresh",0,3
farmerckarpe,Carrots,56.89,"Organic Carrots, Grade B, from Karnataka, freshly harvested",1,2
farmervamakshisekhon,Rice,75.38,"Conventional Rice, Grade A, from Punjab, hand-picked, Eos nulla soluta dolorem.",0,3
farmersubramaniamaarna,Carrots,29.03,"Conventional Carrots, Grade C, from Karnataka, freshly harvested",0,1
farmermsangha,Oranges,124.55,"Organic Oranges, Grade A, from Uttar Pradesh, premium quality",1,3
farmerhredhaankaul,Onions,51.29,"Organic Onions, Grade A, from Tamil Nadu, locally grown",1,3
farmerdavemeghana,Cauliflower,83.81,"Organic Cauliflower, Grade A, from Punjab, farm-fresh",1,3
farmergopalaadhya,Onions,36.41,"Conventional Onions, Grade B, from Maharashtra, farm-fresh, Ratione possimus minima.",0,2
farmergratti,Cauliflower,72.0,"Conventional Cauliflower, Grade A, from Maharashtra, premium quality, Cum voluptatibus at.",0,3
farmerayaan16,Mangoes,272.72,"Organic Mangoes, Grade A, from Gujarat, freshly harvested, Molestias saepe eos ut ipsum.",1,3
farmerxmutti,Spinach,10.0,"Conventional Spinach, Grade B, from Gujarat, farm-fresh, Nulla impedit.",0,2
farmerbatrajeremiah,Cauliflower,64.06,"Organic Cauliflower, Grade B, from Punjab, freshly harvested",1,2
farmerdarikakar,Mangoes,187.09,"Conventional Mangoes, Grade B, from Tamil Nadu, farm-fresh",0,2
farmerpeterwalla,Carrots,76.14,"Organic Carrots, Grade B, from Gujarat, farm-fresh, Veritatis minima.",1,2
farmersbhargava,Oranges,115.73,"Organic Oranges, Grade A, from Gujarat, farm-fresh, Provident alias totam.",1,3
farmergautami90,Potatoes,35.08,"Conventional Potatoes, Grade A, from Uttar Pradesh, premium quality, Sunt occaecati sequi eveniet reiciendis.",0,3
farmerfitan33,Tomatoes,35.87,"Organic Tomatoes, Grade C, from Uttar Pradesh, freshly harvested",1,1
farmermittergautam,Tomatoes,48.92,"Conventional Tomatoes, Grade B, from Gujarat, locally grown",0,2
farmerxitiissac,Rice,63.93,"Conventional Rice, Grade C, from Tamil Nadu, hand-picked",0,1
farmerpatrick29,Green Peas,72.13,"Conventional Green Peas, Grade B, from Gujarat, farm-fresh",0,2
farmersharafonveer,Carrots,35.55,"Conventional Carrots, Grade B, from Tamil Nadu, premium quality",0,2
farmeryasti46,Carrots,40.83,"Conventional Carrots, Grade B, from Punjab, hand-picked, A ea asperiores veniam iste.",0,2
farmermohini73,Green Peas,110.74,"Organic Green Peas, Grade A, from Tamil Nadu, premium quality, Debitis tempore a ipsam quia.",1,3
farmerguneetjha,Mangoes,211.63,"Conventional Mangoes, Grade A, from Maharashtra, premium quality, Ea ullam dicta.",0,3
farmermsen,Okra,48.15,"Conventional Okra, Grade B, from Punjab, hand-picked",0,2
farmerwwali,Spinach,10.0,"Conventional Spinach, Grade C, from Maharashtra, premium quality",0,1
farmernihal95,Wheat,52.65,"Conventional Wheat, Grade A, from Gujarat, premium quality, Dolorem ab amet.",0,3
farmerkannandiya,Apples,153.0,"Conventional Apples, Grade B, from Karnataka, farm-fresh, At voluptate nobis.",0,2
farmerorindernadkarni,Apples,185.8,"Organic Apples, Grade C, from Karnataka, locally grown",1,1
farmergangapandya,Cauliflower,44.05,"Organic Cauliflower, Grade C, from Gujarat, hand-picked",1,1
farmertristan57,Tomatoes,65.63,"Organic Tomatoes, Grade A, from Uttar Pradesh, locally grown",1,3
farmergpathak,Spinach,34.11,"Organic Spinach, Grade B, from Tamil Nadu, premium quality, Quibusdam similique aut.",1,2
farmerqpalla,Oranges,103.18,"Organic Oranges, Grade B, from Karnataka, freshly harvested, Sapiente ratione deleniti minus.",1,2
farmerdbajwa,Onions,15.49,"Conventional Onions, Grade C, from Gujarat, locally grown, Laboriosam sed quibusdam.",0,1
farmermohammedchokshi,Potatoes,37.91,"Conventional Potatoes, Grade B, from Gujarat, farm-fresh",0,2
farmergaurikabatta,Tomatoes,35.77,"Conventional Tomatoes, Grade C, from Punjab, hand-picked, Magni voluptatum.",0,1
farmerpratyush53,Tomatoes,18.05,"Conventional Tomatoes, Grade C, from Karnataka, premium quality",0,1
farmeraarinigrover,Spinach,30.05,"Conventional Spinach, Grade A, from Karnataka, hand-picked",0,3
farmerbarmansachi,Oranges,131.86,"Organic Oranges, Grade A, from Karnataka, premium quality",1,3
farmerraaginidugal,Potatoes,17.7,"Organic Potatoes, Grade C, from Tamil Nadu, hand-picked, Placeat optio occaecati ipsam.",1,1
farmeryochanasarraf,Mangoes,231.73,"Conventional Mangoes, Grade A, from Gujarat, locally grown, Omnis necessitatibus harum earum.",0,3
farmerusehgal,Bananas,60.03,"Organic Bananas, Grade B, from Maharashtra, hand-picked",1,2
farmerrvaidya,Green Peas,59.04,"Organic Green Peas, Grade C, from Maharashtra, freshly harvested, Sequi sunt labore accusantium.",1,1
farmershahgirish,Rice,71.6,"Organic Rice, Grade B, from Maharashtra, farm-fresh",1,2
farmerkarnikqabil,Onions,47.52,"Organic Onions, Grade A, from Gujarat, freshly harvested",1,3
farmertristansubramaniam,Cabbage,50.97,"Organic Cabbage, Grade A, from Uttar Pradesh, freshly harvested, Amet minus enim.",1,3
farmersshankar,Apples,229.21,"Organic Apples, Grade A, from Karnataka, hand-picked, Nisi doloremque sequi cum tempora.",1,3
farmerfalakparmer,Onions,33.64,"Organic Onions, Grade B, from Karnataka, premium quality",1,2
farmerroyzayyan,Oranges,115.34,"Organic Oranges, Grade B, from Punjab, locally grown",1,2
farmerazad70,Green Peas,63.67,"Conventional Green Peas, Grade C, from Maharashtra, premium quality, Reprehenderit dolore aspernatur.",0,1
farmerpradhanqarin,Onions,46.39,"Conventional Onions, Grade A, from Maharashtra, locally grown, Laboriosam facilis deleniti.",0,3
farmerharitaghosh,Cabbage,34.19,"Organic Cabbage, Grade B, from Punjab, premium quality",1,2
farmerazadpalan,Tomatoes,32.72,"Conventional Tomatoes, Grade C, from Uttar Pradesh, hand-picked",0,1
farmermenonlogan,Apples,135.9,"Conventional Apples, Grade B, from Tamil Nadu, premium quality, Quidem molestiae molestiae quae omnis.",0,2
farmerxkhurana,Wheat,56.84,"Conventional Wheat, Grade A, from Punjab, freshly harvested, Ex fugit cupiditate maxime repudiandae.",0,3
farmerharinakshibajwa,Mangoes,228.2,"Conventional Mangoes, Grade A, from Karnataka, freshly harvested, Nemo illum consequuntur quam.",0,3
farmerramachandranaryan,Bananas,49.95,"Conventional Bananas, Grade C, from Tamil Nadu, hand-picked, Perferendis magni illo.",0,1
farmerchahaljacob,Spinach,12.53,"Organic Spinach, Grade B, from Gujarat, farm-fresh",1,2
farmerbaghyawatimurty,Spinach,50.26,"Organic Spinach, Grade A, from Uttar Pradesh, premium quality, Eligendi at vitae consequatur dignissimos.",1,3
farmercharbimala,Okra,34.76,"Conventional Okra, Grade C, from Punjab, locally grown",0,1
farmerpatilrayaan,Okra,62.3,"Conventional Okra, Grade B, from Karnataka, hand-picked, Facere occaecati amet natus.",0,2
farmeryug79,Spinach,25.04,"Organic Spinach, Grade B, from Gujarat, freshly harvested",1,2
farmergthaker,Okra,37.87,"Conventional Okra, Grade B, from Tamil Nadu, hand-picked",0,2
farmernidrakurian,Potatoes,43.27,"Organic Potatoes, Grade B, from Tamil Nadu, premium quality, Quisquam ratione repellendus omnis eos.",1,2
farmerokaran,Carrots,73.97,"Organic Carrots, Grade B, from Tamil Nadu, locally grown",1,2
farmeralexanderbanik,Bananas,50.76,"Conventional Bananas, Grade B, from Karnataka, locally grown, Dolore expedita dolor.",0,2
farmerliam89,Potatoes,10.55,"Organic Potatoes, Grade C, from Punjab, farm-fresh",1,1
farmerfjha,Apples,191.18,"Organic Apples, Grade B, from Karnataka, hand-picked, Nulla laboriosam similique cum aliquam.",1,2
farmerbalhaarchoudhry,Tomatoes,37.39,"Conventional Tomatoes, Grade C, from Gujarat, hand-picked, Reprehenderit esse.",0,1
farmerchandtriya,Bananas,58.65,"Organic Bananas, Grade B, from Uttar Pradesh, farm-fresh",1,2
farmerchakrikamani,Wheat,25.28,"Conventional Wheat, Grade B, from Tamil Nadu, premium quality, At suscipit adipisci.",0,2
farmergkarnik,Onions,33.45,"Organic Onions, Grade C, from Tamil Nadu, premium quality",1,1
farmervasudhagole,Wheat,38.17,"Organic Wheat, Grade C, from Tamil Nadu, hand-picked",1,1
farmeryashodapuri,Potatoes,26.13,"Conventional Potatoes, Grade C, from Punjab, farm-fresh",0,1
farmerfalakborah,Cabbage,21.1,"Conventional Cabbage, Grade B, from Punjab, freshly harvested",0,2
farmersurishivani,Mangoes,255.66,"Organic Mangoes, Grade C, from Karnataka, freshly harvested",1,1
farmermanyashenoy,Tomatoes,60.83,"Organic Tomatoes, Grade B, from Maharashtra, locally grown",1,2
farmerchatterjeejanani,Oranges,86.57,"Organic Oranges, Grade C, from Gujarat, freshly harvested",1,1
farmerjhalakkrishnan,Bananas,48.7,"Conventional Bananas, Grade B, from Karnataka, premium quality",0,2
farmercharitadada,Cauliflower,51.22,"Organic Cauliflower, Grade B, from Tamil Nadu, premium quality",1,2
farmersomanjeet,Spinach,40.67,"Organic Spinach, Grade B, from Tamil Nadu, farm-fresh",1,2
farmersinghsanaya,Apples,150.46,"Conventional Apples, Grade B, from Gujarat, premium quality",0,2
farmerdhritibarad,Bananas,42.31,"Conventional Bananas, Grade B, from Maharashtra, premium quality",0,2
farmerdhillonpallavi,Spinach,34.49,"Organic Spinach, Grade A, from Maharashtra, freshly harvested, Delectus neque at.",1,3
farmerwakeeta38,Mangoes,220.06,"Conventional Mangoes, Grade A, from Maharashtra, hand-picked, Sapiente pariatur.",0,3
farmermunigirish,Apples,179.14,"Conventional Apples, Grade A, from Uttar Pradesh, hand-picked",0,3
farmerquincybakshi,Apples,131.05,"Conventional Apples, Grade C, from Uttar Pradesh, premium quality, Placeat dignissimos illum.",0,1
farmerrudraben,Mangoes,178.93,"Conventional Mangoes, Grade C, from Karnataka, premium quality, Recusandae sapiente soluta ad.",0,1
farmervenkataramanpavani,Oranges,112.51,"Organic Oranges, Grade B, from Uttar Pradesh, farm-fresh",1,2
farmerngoswami,Cauliflower,34.25,"Organic Cauliflower, Grade C, from Punjab, hand-picked, Alias esse.",1,1
farmerunnatipant,Green Peas,106.64,"Organic Green Peas, Grade A, from Tamil Nadu, hand-picked",1,3
farmergirik49,Green Peas,53.75,"Organic Green Peas, Grade C, from Uttar Pradesh, freshly harvested",1,1
farmerpupadhyay,Green Peas,68.79,"Organic Green Peas, Grade B, from Tamil Nadu, farm-fresh",1,2
farmeraryan86,Spinach,19.16,"Conventional Spinach, Grade C, from Gujarat, freshly harvested, Cupiditate at temporibus.",0,1
farmeraachalratti,Green Peas,76.49,"Organic Green Peas, Grade B, from Punjab, hand-picked",1,2
farmerbbains,Tomatoes,41.65,"Conventional Tomatoes, Grade C, from Maharashtra, freshly harvested, Quibusdam quae delectus.",0,1
farmerlbalasubramanian,Onions,41.05,"Conventional Onions, Grade A, from Karnataka, farm-fresh",0,3
farmervanyaparmer,Green Peas,53.05,"Organic Green Peas, Grade C, from Tamil Nadu, farm-fresh",1,1
farmerranveer23,Cauliflower,52.26,"Organic Cauliflower, Grade C, from Gujarat, freshly harvested, At nesciunt ut.",1,1
farmerhemang29,Oranges,99.72,"Organic Oranges, Grade B, from Punjab, farm-fresh",1,2
farmeranirudh05,Okra,74.52,"Organic Okra, Grade B, from Punjab, hand-picked",1,2
farmerranaoliver,Green Peas,72.63,"Conventional Green Peas, Grade A, from Punjab, farm-fresh",0,3
farmerobajwa,Apples,161.31,"Conventional Apples, Grade A, from Uttar Pradesh, freshly harvested",0,3
farmerekantika38,Green Peas,72.14,"Organic Green Peas, Grade C, from Punjab, freshly harvested",1,1
farmerypalan,Cauliflower,20.86,"Conventional Cauliflower, Grade C, from Gujarat, farm-fresh",0,1
farmerjkorpal,Wheat,41.18,"Organic Wheat, Grade B, from Tamil Nadu, locally grown, Expedita beatae quibusdam.",1,2
farmerwkonda,Cauliflower,78.69,"Organic Cauliflower, Grade A, from Maharashtra, hand-picked",1,3
farmerxavierprabhu,Potatoes,35.62,"Conventional Potatoes, Grade A, from Uttar Pradesh, farm-fresh",0,3
farmervritti89,Apples,163.79,"Conventional Apples, Grade B, from Karnataka, premium quality",0,2
farmeraarna03,Potatoes,40.66,"Organic Potatoes, Grade B, from Maharashtra, freshly harvested, Necessitatibus beatae accusamus ab.",1,2
farmerkarniktanish,Cauliflower,81.67,"Organic Cauliflower, Grade A, from Uttar Pradesh, farm-fresh, Magnam enim fugit.",1,3
farmernidra07,Spinach,44.73,"Organic Spinach, Grade A, from Maharashtra, premium quality",1,3
farmernaveen31,Green Peas,105.38,"Organic Green Peas, Grade A, from Karnataka, farm-fresh",1,3
farmerprabhakardominic,Apples,136.18,"Conventional Apples, Grade C, from Karnataka, premium quality",0,1
farmerpadmanabhanrohan,Potatoes,12.39,"Conventional Potatoes, Grade B, from Tamil Nadu, locally grown, Nostrum ullam quos vitae.",0,2
farmerqtella,Green Peas,90.27,"Conventional Green Peas, Grade A, from Tamil Nadu, freshly harvested",0,3
farmerrajhritik,Potatoes,25.88,"Organic Potatoes, Grade C, from Maharashtra, premium quality",1,1
farmerunnatiramanathan,Okra,95.18,"Organic Okra, Grade A, from Gujarat, freshly harvested, Corporis labore vero facere minus.",1,3
farmerbahadurjit40,Spinach,17.63,"Organic Spinach, Grade C, from Gujarat, locally grown",1,1
farmerkoshyanvi,Green Peas,66.5,"Organic Green Peas, Grade B, from Gujarat, hand-picked, Magni excepturi porro accusantium.",1,2
farmeriramaswamy,Green Peas,93.72,"Conventional Green Peas, Grade A, from Uttar Pradesh, farm-fresh, In commodi cum.",0,3
farmerruppal,Green Peas,58.48,"Conventional Green Peas, Grade C, from Tamil Nadu, freshly harvested, Sit corrupti repellendus.",0,1
farmerokala,Cabbage,48.53,"Conventional Cabbage, Grade B, from Maharashtra, hand-picked, Dolore aperiam quos.",0,2
farmerkaran41,Cabbage,52.07,"Organic Cabbage, Grade A, from Karnataka, premium quality",1,3
farmeridikapandya,Apples,132.17,"Conventional Apples, Grade C, from Punjab, locally grown",0,1
farmermadansachi,Cabbage,53.69,"Conventional Cabbage, Grade A, from Punjab, hand-picked",0,3
farmerbobalaarna,Spinach,21.77,"Conventional Spinach, Grade C, from Karnataka, freshly harvested",0,1
farmerinaya80,Okra,56.34,"Conventional Okra, Grade B, from Uttar Pradesh, freshly harvested, Dolorum quasi ducimus.",0,2
